city_iata,city_name,country_name
HIX,Hiva Oa,French Polynesia
HJJ,Huaihua,China
HJR,Khajuraho,India
HJT,Khujirt,Mongolia
HKB,Healy Lake,United States Of America
HKC,Hong Kong China Ferry Terminal,China
HKD,Hakodate,Japan
HKG,Hong Kong,China
HKK,Hokitika,New Zealand
HKN,Hoskins,Papua New Guinea
HKT,Phuket,Thailand
HKV,Haskovo,Bulgaria
HKY,Hickory,United States Of America
HLB,Batesville,United States Of America
HLC,Hill City,United States Of America
HLD,Hailar,China
HLE,Jamestown,Saint Helena
HLF,Hultsfred/Vimmerby,Sweden
HLG,Wheeling,United States Of America
HLH,Ulanhot,China
HLI,Hollister,United States Of America
HLJ,Shauliaj,Lithuania
HLL,Hillside,Australia
HLM,Holland,United States Of America
HLN,Helena,United States Of America
HLS,St Helens,Australia
HLT,Hamilton,Australia
HLU,Houailou,New Caledonia
HLV,Helenvale,Australia
HLW,Hluhluwe,South Africa
HLY,Holyhead,United Kingdom
HLZ,Hamilton,New Zealand
HMA,Khanty-Mansiysk,Russian Federation
HMB,Sohag,Egypt
HME,Hassi Messaoud,Algeria
HMG,Hermannsburg,Australia
HMI,Hami,China
HMJ,Khmelnytskyi,Ukraine
HMO,Hermosillo,Mexico
HMR,Hamar,Norway
HMS,Homeshore,United States Of America
HMT,Hemet,United States Of America
HMV,Hemavan/Tarnaby,Sweden
HMY,Seosan,Korea Republic Of
HNA,Hanamaki,Japan
HNB,Huntingburg,United States Of America
HNC,Hatteras,United States Of America
HNE,Tahneta,United States Of America
HNG,Hienghene,New Caledonia
HNH,Hoonah,United States Of America
HNI,Heiweni,Papua New Guinea
HNK,Hinchinbrook Island,Australia
HNL,Honolulu,United States Of America
HNM,Hana,United States Of America
HNN,Honinabi,Papua New Guinea
HNO,Herceg-Novi,Montenegro
HNS,Haines,United States Of America
HNX,Hanna,United States Of America
HNY,Hengyang,China
HOA,Hola,Kenya
HOB,Hobbs,United States Of America
HOC,Komako,Papua New Guinea
HOD,Hodeidah,Yemen
HOE,Houeisay,Lao People's Democratic Republic
HOF,Hofuf,Saudi Arabia
HOG,Holguin,Cuba
HOH,Hohenems/Dornbirn,Austria
HOI,Hao,French Polynesia
HOK,Lajamanu,Australia
HOL,Holikachuk,United States Of America
HOM,Homer,United States Of America
HON,Huron,United States Of America
HOO,Quanduc,Viet Nam
HOP,Hopkinsville,United States Of America
HOQ,Hof,Germany
HOR,Horta,Portugal
HOS,Chos Malal,Argentina
HOT,Hot Springs,United States Of America
HOU,Houston,United States Of America
HOV,Orsta/Volda,Norway
HOW,Fort Kobbe,Panama
HOX,Homalin,Myanmar
HOY,Hoy,United Kingdom
HPA,Ha'apai,Tonga
HPB,Hooper Bay,United States Of America
HPE,Hopevale,Australia
HPG,Shennongjia,China
HPH,Haiphong,Viet Nam
HPN,White Plains,United States Of America
HPP,Poipet,Cambodia
HPT,Hampton,United States Of America
HPY,Baytown,United States Of America
HQL,Tashikuergan,China
HQM,Hoquiam/Aberdeen,United States Of America
HRA,Mansehra,Pakistan
HRB,Harbin,China
HRC,Zhayrem,Kazakhstan
HRD,Harstad,Norway
HRE,Harare,Zimbabwe
HRF,Hoarafushi,Maldives
HRG,Hurghada,Egypt
HRI,Hambantota,Sri Lanka
HRJ,Chaurjhari,Nepal
HRK,Kharkiv,Ukraine
HRL,Harlingen,United States Of America
HRM,Hassi R'mel,Algeria
HRN,Heron Island,Australia
HRO,Harrison,United States Of America
HRR,La Herrera,Colombia
HRS,Harrismith,South Africa
HRT,Harrogate,United Kingdom
HRY,Henbury,Australia
HRZ,Horizontina,Brazil
HSA,Turkistan,Kazakhstan
HSB,Harrisburg,United States Of America
HSC,Shaoguan,China
HSD,Huangshi,China
HSF,Suifenhe,China
HSG,Saga,Japan
HSI,Hastings,United States Of America
HSK,Huesca,Spain
HSL,Huslia,United States Of America
HSM,Horsham,Australia
HSN,Zhoushan,China
HSP,Hot Springs,United States Of America
HSQ,Huangshi,China
HSS,Hisar,India
HST,Homestead,United States Of America
HSV,Huntsville,United States Of America
HSZ,Hsinchu,Chinese Taipei
HTA,Chita,Russian Federation
HTB,Terre-De-Bas,Guadeloupe
HTF,Hatfield,United Kingdom
HTG,Khatanga,Russian Federation
HTH,Hawthorne,United States Of America
HTI,Hamilton Island,Australia
HTL,Houghton Lake,United States Of America
HTM,Khatgal,Mongolia
HTN,Hotan,China
HTO,East Hampton,United States Of America
HTR,Hateruma,Japan
HTS,Huntington/Ashland Ky,United States Of America
HTT,Huatugou,China
HTU,Hopetoun,Australia
HTV,Huntsville,United States Of America
HTW,Chesapeake,United States Of America
HTY,Hatay,Turkey
HTZ,Hato Corozal,Colombia
HUB,Humbert River,Australia
HUC,Humacao,Puerto Rico
HUD,Humboldt,United States Of America
HUE,Humera,Ethiopia
HUF,Terre Haute,United States Of America
HUG,Huehuetenango,Guatemala
HUH,Huahine,French Polynesia
HUI,Hue,Viet Nam
HUJ,Hugo,United States Of America
HUK,Hukuntsi,Botswana
HUL,Houlton,United States Of America
HUM,Houma,United States Of America
HUN,Hualien,Chinese Taipei
HUO,Houlinguole,China
HUQ,Hon,Libya
HUS,Hughes,United States Of America
HUT,Hutchinson,United States Of America
HUU,Huanuco,Peru
HUV,Hudiksvall,Sweden
HUW,Humaita,Brazil
HUX,Huatulco,Mexico
HUY,Humberside,United Kingdom
HUZ,Huizhou,China
HVA,Analalava,Madagascar
HVB,Hervey Bay,Australia
HVD,Khovd,Mongolia
HVE,Hanksville,United States Of America
HVG,Honningsvag,Norway
HVK,Holmavik,Iceland
HVM,Hvammstangi,Iceland
HVN,New Haven,United States Of America
HVR,Havre,United States Of America
HVS,Hartsville,United States Of America
HVZ,Heviz Ma,Hungary
HWA,Hawabango,Papua New Guinea
HWD,Hayward,United States Of America
HWI,Hawk Inlet,United States Of America
HWK,Hawker,Australia
HWN,Hwange National Park,Zimbabwe
HWO,Hollywood,United States Of America
HXD,Delingha,China
HXX,Hay,Australia
HYA,Hyannis,United States Of America
HYC,High Wycombe,United Kingdom
HYD,Hyderabad,India
HYF,Hayfields,Papua New Guinea
HYG,Hydaburg,United States Of America
HYL,Hollis,United States Of America
HYN,Taizhou,China
HYR,Hayward,United States Of America
HYS,Hays,United States Of America
HYV,Hyvinkaa,Finland
HZA,Heze,China
HZB,Hazebrouck,France
HZC,Huzhou,China
HZG,Hanzhong,China
HZH,Liping,China
HZK,Husavik,Iceland
HZL,Hazleton,United States Of America
HZP,Fort Mackay,Canada
HZV,Hazyview,South Africa
IAA,Igarka,Russian Federation
IAG,Niagara Falls,United States Of America
IAM,In Amenas,Algeria
IAN,Kiana,United States Of America
IAO,Del Carmen,Philippines
IAQ,Bahregan,Iran Islamic Republic Of
IAR,Yaroslavl,Russian Federation
IAS,Iasi,Romania
IAU,Iaura,Papua New Guinea
IBA,Ibadan,Nigeria
IBB,Isabela Island,Ecuador
IBE,Ibague,Colombia
IBI,Iboki,Papua New Guinea
IBL,Indigo Bay Lodge,Mozambique
IBM,Iron Bridge,Australia
IBO,Ibo,Mozambique
IBP,Iberia,Peru
IBR,Ibaraki,Japan
IBZ,Ibiza,Spain
ICA,Icabaru,Venezuela
ICC,Isla De Coche,Venezuela
ICI,Cicia Island,Fiji
ICK,Nieuw Nickerie,Suriname
ICL,Clarinda,United States Of America
ICO,Sicogon Island,Philippines
ICR,Nicaro,Cuba
ICS,Cascade,United States Of America
ICT,Wichita,United States Of America
ICY,Icy Bay,United States Of America
IDA,Idaho Falls,United States Of America
IDB,Idre,Sweden
IDC,Chilonzuine Island,Mozambique
IDF,Idiofa,Congo Democratic Republic Of
IDG,Ida Grove,United States Of America
IDH,Grangeville,United States Of America
IDI,Indiana,United States Of America
IDK,Indulkana,Australia
IDN,Indagen,Papua New Guinea
IDO,Santa Isabel Do Morro,Brazil
IDP,Independence,United States Of America
IDR,Indore,India
IDY,Ile D'yeu,France
IEG,Zielona Gora,Poland
IEJ,Iejima,Japan
IES,Riesa,Germany
IEV,Kiev,Ukraine
IFA,Iowa Falls,United States Of America
IFF,Iffley,Australia
IFH,Hesa,Iran Islamic Republic Of
IFJ,Isafjordur,Iceland
IFL,Innisfail,Australia
IFN,Esfahan,Iran Islamic Republic Of
IFO,Ivano-Frankivsk,Ukraine
IFP,Bullhead City,United States Of America
IFU,Ifuru,Maldives
IGA,Inagua,Bahamas
IGB,Ingeniero Jacobacci,Argentina
IGD,Igdir,Turkey
IGE,Iguela,Gabon
IGG,Igiugig,United States Of America
IGH,Ingham,Australia
IGM,Kingman,United States Of America
IGN,Iligan,Philippines
IGO,Chigorodo,Colombia
IGR,Iguazu,Argentina
IGS,Ingolstadt,Germany
IGT,Magas,Russian Federation
IGU,Foz Do Iguacu,Brazil
IHA,Niihama,Japan
IHC,Inhaca,Mozambique
IHN,Qishn,Yemen
IHO,Ihosy,Madagascar
IHR,Iranshahr,Iran Islamic Republic Of
IHU,Ihu,Papua New Guinea
IIA,Inishmaan,Ireland Republic Of
IIL,Ilam,Iran Islamic Republic Of
IIN,Nishino-Omote,Japan
IIS,Nissan Island,Papua New Guinea
IJK,Izhevsk,Russian Federation
IJU,Ijui,Brazil
IJX,Jacksonville,United States Of America
IKB,Wilkesboro,United States Of America
IKE,Ikerasak,Greenland
IKI,Iki,Japan
IKK,Kankakee,United States Of America
IKL,Ikela,Congo Democratic Republic Of
IKO,Nikolski,United States Of America
IKP,Inkerman,Australia
IKS,Tiksi,Russian Federation
IKT,Irkutsk,Russian Federation
IKU,Tamchy,Kyrgyzstan
ILA,Illaga,Indonesia
ILB,Ilha Solteira,Brazil
ILD,Lleida,Spain
ILE,Killeen/Fort Hood,United States Of America
ILF,Ilford,Canada
ILG,Wilmington,United States Of America
ILH,Illesheim,Germany
ILI,Iliamna,United States Of America
ILK,Ilaka Atsinanana,Madagascar
ILL,Willmar,United States Of America
ILM,Wilmington,United States Of America
ILN,Wilmington,United States Of America
ILO,Ilo-Ilo,Philippines
ILP,Ile Des Pins,New Caledonia
ILQ,Ilo,Peru
ILR,Ilorin,Nigeria
ILS,San Salvador,El Salvador
ILU,Kilaguni,Kenya
ILX,Ileg,Papua New Guinea
ILY,Islay,United Kingdom
ILZ,Zilina,Slovakia
IMA,Iamalele,Papua New Guinea
IMB,Imbaimadai,Guyana
IMD,Imonda,Papua New Guinea
IMF,Imphal,India
IMG,Inhaminga,Mozambique
IMI,Ine Island,Marshall Islands
IMK,Simikot,Nepal
IML,Imperial,United States Of America
IMM,Immokalee,United States Of America
IMN,Imane,Papua New Guinea
IMO,Zemio,Central African Republic
IMP,Imperatriz,Brazil
IMQ,Maku,Iran Islamic Republic Of
IMT,Iron Mountain/Kingsfd.,United States Of America
IMZ,Nimroz,Afghanistan
INA,Inta,Russian Federation
INB,Independence,Belize
INC,Yinchuan,China
IND,Indianapolis,United States Of America
INE,Chinde,Mozambique
INF,In Guezzam,Algeria
ING,Lago Argentino,Argentina
INH,Inhambane,Mozambique
INI,Nis,Serbia
INJ,Injune,Australia
INK,Wink,United States Of America
INL,International Falls,United States Of America
INM,Innamincka,Australia
INN,Innsbruck,Austria
INO,Inongo,Congo Democratic Republic Of
INQ,Inisheer,Ireland Republic Of
INS,Indian Springs,United States Of America
INT,Winston-Salem,United States Of America
INU,Nauru Island,Nauru
INV,Inverness,United Kingdom
INW,Winslow,United States Of America
INX,Inanwatan,Indonesia
INY,Inyati,South Africa
INZ,In Salah,Algeria
IOA,Ioannina,Greece
IOB,Innsbruck,Austria
IOK,Iokea,Papua New Guinea
IOM,Isle Of Man,United Kingdom
ION,Impfondo,Congo
IOP,Ioma,Papua New Guinea
IOQ,Isortoq,Greenland
IOR,Inishmore,Ireland Republic Of
IOS,Ilheus,Brazil
IOT,Illorsuit,Greenland
IOU,Ile Ouen,New Caledonia
IOW,Iowa City,United States Of America
IPA,Ipota,Vanuatu
IPC,Easter Island,Chile
IPE,Ipil,Philippines
IPG,Ipiranga,Brazil
IPH,Ipoh,Malaysia
IPI,Ipiales,Colombia
IPL,Imperial/El Centro,United States Of America
IPN,Ipatinga,Brazil
IPT,Williamsport,United States Of America
IPU,Ipiau,Brazil
IPW,Ipswich,United Kingdom
IPZ,San Isidro Del General,Costa Rica
IQA,Al Asad,Iraq
IQM,Qiemo,China
IQN,Qingyang,China
IQQ,Iquique,Chile
IQT,Iquitos,Peru
IRA,Kirakira,Solomon Islands
IRB,Iraan,United States Of America
IRC,Circle,United States Of America
IRD,Ishurdi,Bangladesh
IRE,Irece,Brazil
IRG,Lockhart River,Australia
IRI,Iringa,Tanzania United Republic Of
IRJ,La Rioja,Argentina
IRK,Kirksville,United States Of America
IRM,Igrim,Russian Federation
IRN,Iriona,Honduras
IRO,Birao,Central African Republic
IRP,Isiro,Congo Democratic Republic Of
IRS,Sturgis,United States Of America
IRU,Iranamadu,Sri Lanka
IRZ,Santa Isabel Rio Negro,Brazil
ISA,Mount Isa,Australia
ISB,Islamabad,Pakistan
ISC,Isles Of Scilly,United Kingdom
ISD,Iscuande,Colombia
ISE,Isparta,Turkey
ISG,New Ishigaki,Japan
ISH,Ischia,Italy
ISI,Isisford,Australia
ISJ,Isla Mujeres,Mexico
ISK,Nasik,India
ISL,Isabel Pass,United States Of America
ISM,Kissimmee,United States Of America
ISN,Williston,United States Of America
ISO,Kinston,United States Of America
ISP,Islip,United States Of America
ISQ,Manistique,United States Of America
ISS,Wiscasset,United States Of America
IST,Istanbul,Turkey
ISU,Sulaymaniyah,Iraq
ISW,Wisconsin Rapids,United States Of America
ITA,Itacoatiara,Brazil
ITB,Itaituba,Brazil
ITE,Itubera,Brazil
ITH,Ithaca,United States Of America
ITI,Itambacuri,Brazil
ITJ,Itajai,Brazil
ITK,Itokama,Papua New Guinea
ITN,Itabuna,Brazil
ITO,Hilo,United States Of America
ITP,Itaperuna,Brazil
ITQ,Itaqui,Brazil
ITR,Itumbiara,Brazil
ITU,Iturup Island,Russian Federation
IUE,Niue,Niue
IUI,Innarsuit,Greenland
IUL,Ilu,Indonesia
IUM,Summit Lake,Canada
IUO,Xianning,China
IUP,Apui,Brazil
IUS,Inus,Papua New Guinea
IVA,Ambanja,Madagascar
IVC,Invercargill,New Zealand
IVG,Berane,Montenegro
IVH,Ivishak,United States Of America
IVI,Viveros Island,Panama
IVL,Ivalo,Finland
IVO,Chivolo,Colombia
IVR,Inverell,Australia
IVW,Inverway,Australia
IWA,Ivanovo,Russian Federation
IWD,Ironwood,United States Of America
IWJ,Masuda,Japan
IWK,Iwakuni,Japan
IWO,Iwoto (Iwo Jima),Japan
IXA,Agartala,India
IXB,Bagdogra,India
IXC,Chandigarh,India
IXD,Allahabad,India
IXE,Mangalore,India
IXG,Belgaum,India
IXH,Kailashahar,India
IXI,Lilabari,India
IXJ,Jammu,India
IXK,Keshod,India
IXL,Leh,India
IXM,Madurai,India
IXN,Khowai,India
IXP,Pathankot,India
IXQ,Kamalpur,India
IXR,Ranchi,India
IXS,Silchar,India
IXT,Pasighat,India
IXU,Aurangabad,India
IXV,Along,India
IXW,Jamshedpur,India
IXX,Bidar Airport,India
IXY,Kandla,India
IXZ,Port Blair,India
IYK,Inyokern,United States Of America
IZE,Itzehoe,Germany
IZM,Izmir,Turkey
IZO,Izumo,Japan
IZT,Ixtepec,Mexico
JAA,Jalalabad,Afghanistan
JAB,Jabiru,Australia
JAC,Jackson,United States Of America
JAE,Jaen,Peru
JAF,Jaffna,Sri Lanka
JAG,Jacobabad,Pakistan
JAH,Aubagne,France
JAI,Jaipur,India
JAK,Jacmel,Haiti
JAL,Jalapa,Mexico
JAM,Jambol,Bulgaria
JAN,Jackson,United States Of America
JAP,Puntarenas,Costa Rica
JAQ,Jacquinot Bay,Papua New Guinea
JAR,Jahrom,Iran Islamic Republic Of
JAS,Jasper,United States Of America
JAT,Jabot Island,Marshall Islands
JAU,Jauja,Peru
JAV,Ilulissat,Greenland
JAW,Araripina,Brazil
JAX,Jacksonville,United States Of America
JBB,Jember,Indonesia
JBK,Berkeley,United States Of America
JBR,Jonesboro,United States Of America
JBS,Pleasanton,United States Of America
JCB,Joacaba,Brazil
JCH,Qasigiannguit,Greenland
JCK,Julia Creek,Australia
JCM,Jacobina,Brazil
JCN,Incheon,Korea Republic Of
JCO,Kemmuna Heliport,Malta
JCR,Jacareacanga,Brazil
JCS,Crateus,Brazil
JCT,Junction,United States Of America
JCU,Ceuta,Spain
JCY,Johnson City,United States Of America
JDA,John Day,United States Of America
JDE,Jiande,China
JDF,Juiz De Fora,Brazil
JDG,Jeongseok,Korea Republic Of
JDH,Jodhpur,India
JDN,Jordan,United States Of America
JDO,Juazeiro Do Norte,Brazil
JDR,Sao Joao Del Rei,Brazil
JDY,Downey,United States Of America
JDZ,Jingdezhen,China
JEA,Jaen,Spain
JEC,Jersey City Offline Point,United States Of America
JED,Jeddah,Saudi Arabia
JEE,Jeremie,Haiti
JEF,Jefferson City,United States Of America
JEG,Aasiaat,Greenland
JEJ,Jeh Island,Marshall Islands
JEM,Emeryville,United States Of America
JEQ,Jequie,Brazil
JER,Jersey,United Kingdom
JEV,Evry,France
JFM,Fremantle,Australia
JFN,Ashtabula,United States Of America
JFR,Paamiut,Greenland
JGA,Jamnagar,India
JGB,Jagdalpur,India
JGD,Jiagedaqi,China
JGE,Geoje,Korea Republic Of
JGN,Jiayuguan,China
JGO,Qeqertarsuaq,Greenland
JGR,Groennedal,Greenland
JGS,Ji'an,China
JGX,Glendale,United States Of America
JHB,Johor Bahru,Malaysia
JHC,Garden City,United States Of America
JHF,Sao Roque,Brazil
JHG,Jinghong,China
JHM,Kapalua,United States Of America
JHQ,Shute Harbour,Australia
JHS,Sisimiut,Greenland
JHW,Jamestown,United States Of America
JHY,Cambridge,United States Of America
JIA,Juina,Brazil
JIB,Djibouti,Djibouti
JIC,Jinchang,China
JIJ,Jijiga,Ethiopia
JIK,Ikaria Island,Greece
JIL,Jilin,China
JIM,Jimma,Ethiopia
JIN,Jinja,Uganda
JIO,Tiakur,Indonesia
JIP,Jipijapa,Ecuador
JIQ,Qianjiang,China
JIR,Jiri,Nepal
JIU,Jiujiang,China
JIW,Jiwani,Pakistan
JJA,Jajao,Solomon Islands
JJD,Cruz,Brazil
JJG,Jaguaruna,Brazil
JJI,Juanjui,Peru
JJL,Jingmen,China
JJM,Meru-Kinna,Kenya
JJN,Quanzhou,China
JJU,Qaqortoq,Greenland
JKG,Jonkoping,Sweden
JKH,Chios,Greece
JKL,Kalymnos Island,Greece
JKR,Janakpur,Nepal
JKT,Jakarta,Indonesia
JKV,Jacksonville,United States Of America
JLA,Cooper Landing,United States Of America
JLD,Landskrona,Sweden
JLH,Arlington,United States Of America
JLL,Jilin,China
JLN,Joplin,United States Of America
JLO,Jesolo,Italy
JLP,Juan-Les-Pins,France
JLR,Jabalpur,India
JLS,Jales,Brazil
JMB,Jamba,Angola
JMC,Sausalito,United States Of America
JMH,Schaumburg,United States Of America
JMJ,Langcang,China
JMK,Mykonos,Greece
JMO,Jomsom,Nepal
JMS,Jamestown,United States Of America
JMU,Jiamusi,China
JNA,Januaria,Brazil
JNB,Johannesburg,South Africa
JNG,Jining,China
JNI,Junin,Argentina
JNJ,Duqm,Oman
JNN,Nanortalik,Greenland
JNP,Newport Beach,United States Of America
JNS,Narsaq,Greenland
JNU,Juneau,United States Of America
JNX,Naxos Is,Greece
JNZ,Jinzhou,China
JOE,Joensuu,Finland
JOG,Yogyakarta,Indonesia
JOH,Port St John's,South Africa
JOI,Joinville,Brazil
JOK,Yoshkar-Ola,Russian Federation
JOL,Jolo,Philippines
JOM,Njombe,Tanzania United Republic Of
JON,Johnston Island,United States Minor Outlying Islands
JOP,Josephstaal,Papua New Guinea
JOR,Orange,United States Of America
JOS,Jos,Nigeria
JOT,Joliet,United States Of America
JPA,Joao Pessoa,Brazil
JPD,Pasadena,United States Of America
JPE,Paragominas,Brazil
JPO,Patos,Brazil
JPR,Ji-Parana,Brazil
JPY,Paraty,Brazil
JQA,Qaarsut,Greenland
JQE,Jaque,Panama
JQF,Moscow Savelovsky,Russian Federation
JQO,Moscow Belorussky,Russian Federation
JRF,Kapolei,United States Of America
JRG,Jharsuguda,India
JRH,Jorhat,India
JRK,Arsuk,Greenland
JRN,Juruena,Brazil
JRO,Kilimanjaro,Tanzania United Republic Of
JRS,Jerusalem,Israel
JRT,Juruti,Brazil
JSA,Jaisalmer,India
JSB,Sao Benedito,Brazil
JSD,Stratford,United States Of America
JSH,Siteia,Greece
JSI,Skiathos,Greece
JSJ,Jiansanjiang,China
JSK,Jask,Iran Islamic Republic Of
JSM,Jose De San Martin,Argentina
JSO,Sodertalje,Sweden
JSR,Jessore,Bangladesh
JSS,Spetsai,Greece
JST,Johnstown,United States Of America
JSU,Maniitsoq,Greenland
JSY,Syros Island,Greece
JTA,Taua,Brazil
JTC,Bauru,Brazil
JTI,Jatai,Brazil
JTN,Itanhaem,Brazil
JTO,Thousand Oaks,United States Of America
JTR,Thira,Greece
JTY,Astypalaia Island,Greece
JUA,Juara,Brazil
JUB,Juba,South Sudan
JUD,Jundiai,Brazil
JUH,Chizhou,China
JUI,Juist,Germany
JUJ,Jujuy,Argentina
JUK,Ukkusissat,Greenland
JUL,Juliaca,Peru
JUM,Jumla,Nepal
JUN,Jundah,Australia
JUO,Jurado,Colombia
JUR,Jurien Bay,Australia
JUT,Juticalpa,Honduras
JUU,Nuugaatsiaq,Greenland
JUV,Upernavik,Greenland
JUZ,Quzhou,China
JVA,Ankavandra,Madagascar
JVI,Manville,United States Of America
JVL,Janesville,United States Of America
JWA,Jwaneng,Botswana
JWN,Zanjan,Iran Islamic Republic Of
JWO,Chungju,Korea Republic Of
JXA,Jixi,China
JXN,Jackson,United States Of America
JXS,Jiaxing,China
JYQ,Yingkou Bayuquan,China
JYR,Jiroft,Iran Islamic Republic Of
JYV,Jyvaskyla,Finland
JZH,Jiuzhaigou,China
KAA,Kasama,Zambia
KAB,Kariba,Zimbabwe
KAC,Kamishly,Syrian Arab Republic
KAD,Kaduna,Nigeria
KAE,Kake,United States Of America
KAF,Karato,Papua New Guinea
KAG,Gangneung,Korea Republic Of
KAI,Kaieteur,Guyana
KAJ,Kajaani,Finland
KAK,Kar,Papua New Guinea
KAL,Kaltag,United States Of America
KAM,Kamaran Island,Yemen
KAN,Kano,Nigeria
KAO,Kuusamo,Finland
KAP,Kapanga,Congo Democratic Republic Of
KAQ,Kamulai,Papua New Guinea
KAR,Kamarang,Guyana
KAS,Karasburg,
KAT,Kaitaia,New Zealand
KAU,Kauhava,Finland
KAV,Kanavayen,Venezuela
KAW,Kawthaung,Myanmar
KAX,Kalbarri,Australia
KAY,Wakaya Island,Fiji
KAZ,Kau,Indonesia
KBA,Kabala,Sierra Leone
KBB,Kirkimbie Station,Australia
KBC,Birch Creek,United States Of America
KBD,Kimberley Downs Stn,Australia
KBE,Bell Island,United States Of America
KBF,Karubaga,Indonesia
KBG,Kabalega Falls,Uganda
KBH,Kahama,Tanzania United Republic Of
KBI,Kribi,Cameroon
KBJ,Kings Canyon,Australia
KBK,Klag Bay,United States Of America
KBL,Kabul,Afghanistan
KBM,Kabwum,Papua New Guinea
KBN,Kabinda,Congo Democratic Republic Of
KBO,Kabalo,Congo Democratic Republic Of
KBQ,Kasungu,Malawi
KBR,Kota Bharu,Malaysia
KBS,Bo,Sierra Leone
KBT,Kaben Island,Marshall Islands
KBU,Kotabaru,Indonesia
KBV,Krabi,Thailand
KBX,Ayamaru,Indonesia
KBY,Streaky Bay,Australia
KBZ,Kaikoura,New Zealand
KCA,Kuqa,China
KCB,Kasikasima,Suriname
KCC,Coffman Cove,United States Of America
KCD,Kamur,Indonesia
KCE,Collinsville,Australia
KCF,Kadanwari,Pakistan
KCH,Kuching,Malaysia
KCI,Kun,Timor-Leste
KCJ,Komaio,Papua New Guinea
KCK,Kirensk,Russian Federation
KCL,Chignik,United States Of America
